Id,SalePrice
1461,134781.74992138104
1462,151965.95751209237
1463,195152.56078152047
1464,206917.26292548218
1465,184465.14320839458
1466,170528.4515064314
1467,164621.39891528603
1468,172108.45528866415
1469,188642.6304930326
1470,122834.73650442417
1471,188753.21735540289
1472,91617.33462616443
1473,99384.10712122236
1474,149834.77018802767
1475,114733.20116033987
1476,405252.73088785936
1477,250357.84476690707
1478,326454.35382221494
1479,349851.9265459989
1480,456941.64572939405
1481,317850.3832046667
1482,206153.9937178262
1483,177304.36959131123
1484,166917.1852631767
1485,166291.97390612526
1486,197732.5305931668
1487,364386.52121737215
1488,219145.62190569556
1489,207841.98631586978
1490,223261.63725328248
1491,183330.3169548105
1492,90610.82221964678
1493,203960.8593631176
1494,267340.57825747656
1495,274804.4727616331
1496,252406.64834737408
1497,180205.91233687807
1498,159988.941490191
1499,157205.09022044722
1500,157732.7201209455
1501,172092.66549517927
1502,143754.70645945947
1503,300864.34586935997
1504,235639.15561610408
1505,219966.48547002772
1506,176886.1329821883
1507,243196.42012005893
1508,204643.6180773697
1509,161933.1739850161
1510,148780.90734145138
1511,143664.73468900123
1512,165432.72292422003
1513,149951.58859086622
1514,140917.20824847254
1515,239604.66078014867
1516,164367.8576736301
1517,173822.6263121025
1518,129895.8584263985
1519,221218.80889141918
1520,137955.1801377964
1521,142336.5798494772
1522,163415.63634590316
1523,111857.0766286313
1524,121456.1591451552
1525,129975.1290171975
1526,123377.91439435877
1527,108660.22410422326
1528,120045.6407388501
1529,143650.00541883515
1530,180136.92067765037
1531,117252.97597159322
1532,86035.64478611814
1533,137016.64753089836
1534,115494.92188171478
1535,163521.4800074766
1536,121128.79243076574
1537,87126.89167822756
1538,141518.5382146391
1539,232623.00225131144
1540,121205.84867119427
1541,148638.7387570953
1542,138956.73348897535
1543,186632.74151474555
1544,73577.7946603823
1545,104169.19881797911
1546,129978.1702199232
1547,140732.3182041173
1548,133428.65124085042
1549,126904.83225544011
1550,150185.35259990435
1551,108838.95603444093
1552,149108.3416010253
1553,164121.34008840984
1554,120029.64304932016
1555,161284.62965083838
1556,85568.15606961834
1557,98013.04332498605
1558,82706.87423597768
1559,125830.73628324842
1560,129245.65477623382
1561,180468.72622199167
1562,121907.68759378452
1563,123864.75365790538
1564,151352.31768008455
1565,160116.87378031856
1566,236484.98091583067
1567,80642.17815735456
1568,220683.5431878583
1569,145807.18520439064
1570,137084.89485027312
1571,131473.9541055833
1572,145498.5348336661
1573,227946.73356774615
1574,108138.91640058816
1575,209922.43566413462
1576,261310.46136787976
1577,216059.84327481542
1578,155233.2088016281
1579,143487.0434603951
1580,181814.70418079064
1581,145097.49757377364
1582,122250.9113300781
1583,316749.82048605056
1584,232953.30314715405
1585,142592.80599966872
1586,61736.11452322653
1587,109358.1221580956
1588,162085.42825158982
1589,111010.73616009924
1590,125269.1152835938
1591,101990.26870302678
1592,118252.63182311293
1593,118398.45700054227
1594,174414.16617658842
1595,136764.67400392058
1596,250443.08012460958
1597,186156.37629554264
1598,210914.7771500275
1599,189786.0336327009
1600,175101.53581626917
1601,75983.48239597466
1602,114685.29905714201
1603,81908.70531080161
1604,278271.65076177556
1605,234659.8780442072
1606,165641.77487617574
1607,165951.67739165534
1608,227449.9866424736
1609,205032.96604815323
1610,176248.7364500824
1611,150113.91981128277
1612,179079.91605434736
1613,175157.66675681015
1614,122162.19061834688
1615,90785.73572564563
1616,76362.84219567232
1617,83259.26463325624
1618,130791.72265530322
1619,136555.7760367478
1620,171807.3783093098
1621,155233.67736374628
1622,138326.34743231462
1623,270829.19159888284
1624,223832.29941086695
1625,120306.59748104145
1626,161032.91200446495
1627,186026.07945320016
1628,273115.6189543191
1629,189286.49227890174
1630,350718.93616686924
1631,202539.1348315111
1632,258396.7004035234
1633,164449.35814042133
1634,190922.95463296748
1635,182432.9476825899
1636,160188.07725886014
1637,191983.53125680747
1638,200718.49333394557
1639,176133.48748407894
1640,245984.77270298114
1641,170624.07740585232
1642,231793.11993905518
1643,220251.46240951866
1644,233894.65100670373
1645,193257.63675812344
1646,154630.67187571633
1647,155734.79250788796
1648,137567.49158461211
1649,141970.42513773878
1650,117995.94122039835
1651,126595.44416130948
1652,95021.39556462415
1653,97281.93544979228
1654,155693.41372215215
1655,136903.85110136776
1656,149927.1553587178
1657,155410.04102978253
1658,138472.2688143904
1659,116637.44950984593
1660,162056.49314645163
1661,437294.4319205961
1662,393135.7244066941
1663,378548.47675138334
1664,446334.53881421755
1665,307619.2294172018
1666,316899.7739939689
1667,413457.1484160815
1668,362431.27087274316
1669,312710.1411741659
1670,365802.8269331544
1671,240786.40728039906
1672,483510.1377644208
1673,288810.14584688126
1674,256335.1149737866
1675,193856.55579356014
1676,195987.72969300213
1677,225744.55168768356
1678,459980.182852374
1679,405892.6972284304
1680,335726.3103595825
1681,256166.78466433525
1682,313884.3732268284
1683,175707.79334828263
1684,169219.83797231136
1685,173918.90468124117
1686,165213.107725299
1687,159052.18080481162
1688,181832.3328566786
1689,188932.208449316
1690,188112.06039538787
1691,166726.9355286252
1692,281678.6048954054
1693,163450.39100012984
1694,183541.38195581792
1695,171213.97692999354
1696,254673.178414135
1697,181417.99672365704
1698,334803.32799961395
1699,334563.82413007313
1700,246095.80956339624
1701,271615.8766798374
1702,248276.91109987092
1703,247563.0012287988
1704,250970.76391986234
1705,255891.51442427243
1706,457712.5811286327
1707,236198.26134639612
1708,230634.2756698438
1709,255651.17157270684
1710,234236.06917419157
1711,287869.0788374594
1712,256712.877809336
1713,282860.27585457265
1714,219442.3991197081
1715,206771.94730997732
1716,227246.98338043282
1717,170507.92914017863
1718,146615.48258848325
1719,210802.4222446537
1720,232602.62580632642
1721,160974.6331684043
1722,134052.25085930232
1723,156651.5942565623
1724,213971.0019327645
1725,228412.34045263115
1726,198358.36847987233
1727,166005.76690133865
1728,177301.4629771531
1729,168000.91367777108
1730,162803.13569148103
1731,123492.46860522607
1732,137335.2881543786
1733,115450.06191494619
1734,121701.28864499739
1735,117533.00385353151
1736,114316.96450866928
1737,232702.74905477563
1738,221723.46846659758
1739,303661.8203724779
1740,249653.95418301487
1741,222283.88872948158
1742,169475.25694685054
1743,176484.77195645001
1744,282657.8865376716
1745,220745.71172024295
1746,237582.83522104216
1747,231005.2270890051
1748,243083.5406876901
1749,157679.78965247047
1750,138617.74790288022
1751,239802.37828305867
1752,117618.52185682747
1753,145099.59637881478
1754,180292.4696242399
1755,163352.66822884794
1756,120518.14849395861
1757,120611.41034004961
1758,153509.7219968279
1759,143253.32676757735
1760,160920.7872548914
1761,142869.46898961315
1762,184590.2819763958
1763,188078.10401635795
1764,120182.42150658571
1765,189949.8910361199
1766,168868.8197567134
1767,204572.87399626581
1768,147541.99336694815
1769,164710.7637605461
1770,138689.9414516715
1771,130978.19617528656
1772,139357.169445044
1773,145165.9028828406
1774,139740.69164385
1775,135230.29589887877
1776,121997.29173568045
1777,106271.88801332397
1778,125177.94853783764
1779,116460.023813841
1780,171393.0194946037
1781,125817.35323050208
1782,94157.4902923627
1783,139587.51422014675
1784,116361.01837177605
1785,112794.43077185923
1786,161004.17227916775
1787,167471.29473763015
1788,55437.34262821903
1789,95936.43280702275
1790,96389.01068423256
1791,165308.50496636037
1792,156157.62240354327
1793,128051.49584529318
1794,138039.44324187713
1795,133759.24254649392
1796,145370.6495677293
1797,112056.79545140752
1798,121653.09602445026
1799,111365.39061632438
1800,151145.02917974407
1801,134869.35809284687
1802,147952.24449671834
1803,150391.16292323286
1804,140312.95791676934
1805,133907.26128361822
1806,112314.99003549604
1807,124510.64414481774
1808,117435.4065281208
1809,123691.80099374347
1810,161677.477228029
1811,145410.05960274677
1812,105139.86475539491
1813,125824.3317162211
1814,97563.53727853396
1815,62183.69107180881
1816,112950.02640237493
1817,117369.3767830595
1818,145073.5050364167
1819,117560.6107460675
1820,71639.66743586744
1821,126372.1897624615
1822,190028.99549363717
1823,44371.3616271361
1824,138399.37141846234
1825,148632.68411201303
1826,121626.26233785925
1827,100353.35644316243
1828,137355.5881117336
1829,121481.62142342965
1830,140935.6398444264
1831,150115.5589014123
1832,110467.15123778032
1833,129490.41669455632
1834,128332.53345857601
1835,136852.42745886056
1836,122369.54369879057
1837,80995.38614356772
1838,123076.56632308778
1839,95272.19104021841
1840,178888.36060104865
1841,135417.67278564879
1842,76596.83245530106
1843,135741.29753912656
1844,142669.6161547536
1845,153918.00321567565
1846,149744.47072296793
1847,184861.80298953518
1848,54674.47849213079
1849,100456.86529380309
1850,122298.04845239733
1851,156473.92228402034
1852,113812.39623389256
1853,132967.8939870582
1854,160131.13600068315
1855,143960.35601841434
1856,213526.75443773327
1857,186650.19750170654
1858,143221.3800655855
1859,118886.71640467251
1860,149626.38137185108
1861,118977.06280443927
1862,332714.15977266955
1863,322841.45806937956
1864,322841.45840391854
1865,361792.5091924114
1866,362479.0986055856
1867,237481.75442225562
1868,297194.37200508337
1869,197226.24348232002
1870,234152.20850973003
1871,264469.5922449205
1872,172541.45938249523
1873,218591.1266154182
1874,142527.6704311311
1875,183482.4666672298
1876,194566.00370606457
1877,201806.75585161886
1878,215966.19976641802
1879,142697.60940782237
1880,136036.23122952695
1881,245696.6244904217
1882,239410.0886122751
1883,199325.3988897487
1884,210602.51720806825
1885,232462.36499618486
1886,296536.3590812402
1887,189461.36546117355
1888,231822.79360969545
1889,154213.53301800948
1890,134161.60045127617
1891,140657.15007280195
1892,102253.9932355009
1893,136214.7091334987
1894,122879.4522461135
1895,130451.49688283146
1896,120983.91262412479
1897,124115.13302538068
1898,109721.99239786
1899,149370.1690570955
1900,131001.42014743897
1901,181727.38286792836
1902,147062.30489932722
1903,202594.54843742965
1904,147275.25819512605
1905,182803.9619930649
1906,186269.00310145452
1907,215815.78807882813
1908,126117.88241179955
1909,121645.5264474864
1910,122244.98833457171
1911,198300.71436451713
1912,315257.34322943335
1913,159706.72765044743
1914,56941.394341107974
1915,337679.01891016937
1916,85400.52273714567
1917,244294.19874831443
1918,141817.2489140368
1919,172324.78144008745
1920,172012.54527286647
1921,396856.95829990134
1922,383147.40761759126
1923,230052.054210425
1924,206615.934128096
1925,219257.74384290705
1926,365651.85631283163
1927,141552.16968697915
1928,153927.65211923892
1929,123584.77995407522
1930,145567.89824184953
1931,142890.84122755402
1932,151255.05689056637
1933,199445.29242536612
1934,180048.68898857353
1935,175935.73650537824
1936,190269.37799240058
1937,183064.97559591007
1938,179645.28379674262
1939,266202.10017164453
1940,183901.8573219716
1941,176818.0730916869
1942,189205.92378099155
1943,197733.56253550565
1944,396044.943970734
1945,385572.0537783619
1946,160978.7456257724
1947,305830.7570137513
1948,171438.56658192605
1949,249232.8591501735
1950,172828.74270668757
1951,248960.3552413893
1952,223239.71129732332
1953,160459.15399013212
1954,181655.4222023502
1955,143074.1853372689
1956,256073.06597278788
1957,156027.46080693777
1958,291937.9513753788
1959,139858.60627769012
1960,113228.1464031895
1961,121153.67256207073
1962,95520.58999194964
1963,98291.87470871028
1964,111273.17379245986
1965,152896.26053200776
1966,143080.06491676276
1967,316822.94464221486
1968,463480.3228269629
1969,413652.7544564909
1970,456099.0211198033
1971,349592.59794046695
1972,396917.97225308913
1973,260123.92775172298
1974,343743.9820007113
1975,473783.00917767466
1976,258273.37253887483
1977,361297.4816832223
1978,418293.98726108135
1979,369345.53631114966
1980,193004.1835067187
1981,367610.8912777129
1982,213919.95329031485
1983,214302.4992126685
1984,154343.39991301484
1985,217775.57269907818
1986,201198.1667869696
1987,196656.16217798585
1988,175578.57584460807
1989,189320.40257909955
1990,221080.02027446497
1991,275870.6113111507
1992,215979.0852927016
1993,169267.1049524802
1994,227944.3067984863
1995,180021.93127260037
1996,256909.50257248824
1997,298616.7883722238
1998,344476.3720498966
1999,252912.29679441507
2000,313030.922544941
2001,263589.85692105966
2002,253672.58379016301
2003,233081.40014328636
2004,237400.56322970134
2005,223482.0098754983
2006,241314.84320976996
2007,248729.33237215047
2008,228117.7730248697
2009,201085.96759401483
2010,184704.525726375
2011,159217.2066884483
2012,176373.70706874927
2013,184427.18137431482
2014,185887.8293898489
2015,198656.49338683573
2016,194494.09884550594
2017,203471.10530650525
2018,134418.07537298297
2019,130587.8048291731
2020,104759.16878873295
2021,113994.98898424597
2022,175730.9501400011
2023,148854.77439379224
2024,255500.347627412
2025,318022.3670898975
2026,180055.3925089976
